service_name,correct_device_name,correct_friendly_name,bad_device_name,phrase,error_result,retry_prompt
light.turn_on,light.garage,Garagenlicht,light.garagel,Schalte das Garagenlicht ein.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='light.garagel', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Okay, ich versuche es mit dem Garagenlicht."
media_player.volume_up,media_player.kindergarten,Kindergarten-Mediaplayer,media_player.kindergartn,Bitte die Lautstärke beim Kindergarten-Mediaplayer erhöhen.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='media_player.kindergartn', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Okay, ich versuche es jetzt mit dem Kindergarten-Mediaplayer."
switch.toggle,switch.outdoor_security_lights,Schalter für Sicherheitsbeleuchtung im Außenbereich,switch.outdoor_security_light,Schalte bitte die Sicherheitsbeleuchtung im Außenbereich ein.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='switch.outdoor_security_light', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Verstanden, ich probiere es jetzt mit dem korrekten Schalter."
switch.turn_off,switch.study_room_lights,Lichtschalter im Arbeitszimmer,switch.studyroom_lights,Schalte bitte das Licht im Arbeitszimmer aus.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='switch.studyroom_lights', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Entschuldigung, ich versuche es erneut mit dem richtigen Gerät."
light.turn_on,light.kitchen_island_cool,Kühles Licht der Kücheninsel,light.kitchen_island_cooler,Schalte das kühle Licht der Kücheninsel ein.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='light.kitchen_island_cooler', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Entschuldigung, ich versuche es jetzt mit dem richtigen Gerät."
blinds.close_cover,blinds.küche,Küchenjalousien,blinds.küche_alt,Schließe bitte die Jalousien in der Küche.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='blinds.küche_alt', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>",Ich versuche es noch einmal mit den Küchenjalousien.
media_player.turn_on,media_player.echo_dot,Küche Echo Dot,media_player.echodot_kueche,Bitte schalte die Küche Echo Dot ein.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='media_player.echodot_kueche', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Kein Problem, ich probiere es jetzt mit dem richtigen Gerät."
switch.turn_off,switch.gartenlichter,Steuerung der Gartenbeleuchtung,switch.gartenlicht,Schalte bitte die Gartenbeleuchtung aus.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='switch.gartenlicht', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Okay, ich versuche es jetzt mit switch.gartenlichter."
vacuum.return_to_base,vacuum.downstairs_guest_room,Staubsauger im Gästezimmer im Erdgeschoss,vacuum.downstairs_gestru_rm,Bitte bring den Staubsauger im Gästezimmer im Erdgeschoss zurück zur Basis.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='vacuum.downstairs_gestru_rm', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Verstanden, ich versuche es jetzt mit dem korrekten Gerät."
blinds.open_cover,blinds.dachfenster,Oberlichtjalousien,blinds.dachfenster_alt,Öffne die Oberlichtjalousien.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='blinds.dachfenster_alt', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Entschuldigung, ich versuche es jetzt mit den Oberlichtjalousien."
switch.turn_on,switch.warehouse_lights,Lagerlichtschalter,switch.warehous_lights,Bitte das Lagerlicht einschalten.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='switch.warehous_lights', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>",Ich versuche es jetzt mit dem richtigen Gerät.
climate.turn_off,climate.johnson_glas,Johnson Controls GLAS Smart Thermostat,climate.johns_glass,Schalte die Klimaanlage aus.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='climate.johns_glass', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Okay, ich versuche es mit dem richtigen Gerät."
climate.turn_off,climate.honeywell_lyric_t6,Honeywell Lyric T6 Pro,climate.honeywell_lyric_t6x,Kannst du bitte das Klima im Wohnzimmer ausschalten?,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='climate.honeywell_lyric_t6x', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Alles klar, ich versuche es jetzt mit dem richtigen Gerät."
lock.lock,lock.garage,Garagentorschloss,lock.garage_main,Bitte schließe das Garagentorschloss.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='lock.garage_main', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Verstanden, ich verwende jetzt das korrekte Gerät lock.garage."
garage_door.stop_cover,garage_door.two_car,Garage für zwei Autos,garage_door.two_car_plus,Stopp die Garage für zwei Autos.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='garage_door.two_car_plus', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Verstanden, ich benutze jetzt das richtige Gerät."
garage_door.close_cover,garage_door.ein_auto,Garage für ein Auto,garage_door.ein_auto_alt,Bitte das Garagentor für ein Auto schließen.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='garage_door.ein_auto_alt', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Okay, ich versuche es nochmal mit dem richtigen Gerät."
fan.turn_on,fan.wäschekammer,Ventilator für die Waschküche,fan.wäschekammer_2,Schalte bitte den Ventilator für die Waschküche ein.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='fan.wäschekammer_2', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Entschuldigung, ich versuche es mit dem richtigen Gerät."
climate.turn_off,climate.sinope_smart,Intelligentes Thermostat von Sinopé,climate.smart_sinope,Bitte das Thermostat ausschalten.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='climate.smart_sinope', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Alles klar, ich versuche es jetzt mit dem Intelligenten Thermostat von Sinopé."
garage_door.close_cover,garage_door.rv_storage,Stauraumtür für Wohnmobile,garage_door.rv_storag,Schließe bitte die Stauraumtür für Wohnmobile.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='garage_door.rv_storag', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Alles klar, ich probiere es jetzt mit der Stauraumtür für Wohnmobile."
light.turn_on,light.downstairs_tv_room_homekit,TV-Raumbeleuchtung im Erdgeschoss,light.downstairs_tv_room_homekit_v2,Bitte das Licht im TV‑Raum im Erdgeschoss einschalten.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='light.downstairs_tv_room_homekit_v2', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Okay, ich versuche es mit dem richtigen Gerät 'light.downstairs_tv_room_homekit'."
media_player.turn_on,media_player.onkyo_tx_sr,Onkyo Heimkino-Receiver,media_player.onkyo_tx_srx,Schalte den Onkyo Heimkino-Receiver ein.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='media_player.onkyo_tx_srx', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>",Versuche es jetzt mit dem korrekten Gerät.
lock.unlock,lock.sauna,Sauna-Türschloss,lock.saunax,Bitte das Saunatürschloss öffnen.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='lock.saunax', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Okay, ich versuche es jetzt mit dem richtigen Gerät."
lock.lock,lock.elektrisches_tor,Elektrisches Torschloss,lock.elektrisches_torx,Bitte schließe das elektrische Torschloss.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='lock.elektrisches_torx', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Alles klar, ich versuche es jetzt mit dem richtigen Gerät."
blinds.stop_cover,blinds.kitchen_window,Jalousien für Küchenfenster,blinds.kitchen_win,Stoppe bitte die Jalousien im Küchenfenster.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='blinds.kitchen_win', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Alles klar, ich versuche es jetzt mit den Jalousien für das Küchenfenster."
garage_door.open_cover,garage_door.geschäft,Werkstatt Garagentor,garage_door.gesch,Öffne das Garagentor der Werkstatt.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='garage_door.gesch', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Verstanden, ich versuche es jetzt mit dem richtigen Gerät."
fan.turn_off,fan.dachbodenlüftung,Ventilator für Dachbodenlüftung,fan.dachboden_lüftung,Schalte den Ventilator für die Dachbodenlüftung aus.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='fan.dachboden_lüftung', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Kein Problem, ich versuche es jetzt mit dem Ventilator für Dachbodenlüftung."
switch.turn_on,switch.sicherheitssystem,Schalter des Sicherheitssystems,switch.sicherheits_modul,Bitte schalte das Sicherheitssystem ein.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='switch.sicherheits_modul', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Entschuldigung, ich versuche es jetzt mit dem Schalter des Sicherheitssystems."
lock.lock,lock.ski_storage,Skiaufbewahrungsschloss,lock.ski_store,Bitte verriegle das Skiaufbewahrungsschloss.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='lock.ski_store', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Verstanden, ich versuche es jetzt mit dem richtigen Gerät."
fan.decrease_speed,fan.wohnzimmer_1,Wohnzimmerventilator,fan.wohnzimmer_1x,Bitte reduziere die Geschwindigkeit des Wohnzimmerventilators.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='fan.wohnzimmer_1x', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Entschuldigung, ich probiere es jetzt mit dem korrekten Gerät fan.wohnzimmer_1."
switch.turn_on,switch.attic_lights,Lichtschalter für den Dachboden,switch.attic_lights_main,Schalte das Licht im Dachboden ein.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='switch.attic_lights_main', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Okay, ich versuche es jetzt mit dem richtigen Gerät 'switch.attic_lights'."
blinds.close_cover,blinds.esszimmer,Esszimmerjalousien,blinds.esszimm,Schließe bitte die Jalousien im Esszimmer.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='blinds.esszimm', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Okay, ich versuche es mit den Esszimmerjalousien."
lock.unlock,lock.gun_safe,Waffentresorschloss,lock.gun_saf,Entsperre bitte das Waffentresorschloss.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='lock.gun_saf', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Okay, ich versuche es jetzt mit dem korrekten Gerät (lock.gun_safe)."
light.turn_off,light.kitchen_microwave_warm,"Küche, Mikrowelle, warmes Licht",light.kitchen_microwav_warm,"Schalte das warme Licht in der Küche aus, das über der Mikrowelle ist.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='light.kitchen_microwav_warm', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Alles klar, ich versuche es jetzt mit dem richtigen Gerät."
climate.set_temperature,climate.emerson_sensi_touch,Emerson Sensi Touch WLAN-Thermostat,climate.emer_sensi_touch,Stelle die Temperatur auf <temp_f> Grad ein.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='climate.emer_sensi_touch', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Okay, ich versuche es mit dem Emerson Sensi Touch Thermostat."
blinds.toggle,blinds.somfy_kitchen,Küchenjalousien,blinds.kitchen_somfy,Schalte die Küchenjalousien um.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='blinds.kitchen_somfy', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Okay, ich versuche es jetzt mit den Küchenjalousien."
light.turn_off,light.upstairs_recreation_zigbee,Erholungslicht im Obergeschoss,light.upstairs_recreat_zigbee,Schalte das Erholungslicht im Obergeschoss aus.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='light.upstairs_recreat_zigbee', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Verstanden, ich versuche es jetzt mit dem richtigen Gerät."
switch.toggle,switch.zoo_enclosure_lighting,Steuerung der Zoogehegebeleuchtung,switch.zoo_enclosure_lights,Schalte die Zoogehegebeleuchtung ein.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='switch.zoo_enclosure_lights', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Okay, ich versuche es mit der Steuerung der Zoogehegebeleuchtung."
media_player.media_play_pause,media_player.ipad_kitchen,Küchen-iPad,media_player.ipad_kitchen,Spiele oder pausiere die Musik auf dem iPad in der Küche.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='media_player.ipad_kitchen', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Verstanden, ich probiere es jetzt mit dem Küchen‑iPad."
climate.set_temperature,climate.honeywell_lyric_t6,Honeywell Lyric T6 Pro,climate.honeywell_lyric_t6_backup,Stelle die Temperatur auf <temp_f> Grad ein.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='climate.honeywell_lyric_t6_backup', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Alles klar, ich nutze jetzt das korrekte Gerät."
blinds.toggle,blinds.ikea_smart,Intelligente Jalousien von Ikea,blinds.ikea_smart_pro,Bitte öffne die intelligenten Jalousien von Ikea im Wohnzimmer.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='blinds.ikea_smart_pro', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>",Versuche es jetzt mit dem korrekten Gerät blinds.ikea_smart.
media_player.turn_on,media_player.playstation_5,Sony PS5,media_player.playstation_5_pro,Schalte bitte die Sony PS5 ein.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='media_player.playstation_5_pro', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Alles klar, ich versuche es jetzt mit der Sony PS5."
fan.increase_speed,fan.dachboden_2,Dachbodenventilatoren,fan.dachbodn_2,Bitte erhöhe die Geschwindigkeit des Dachbodenventilators.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='fan.dachbodn_2', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Entschuldigung, ich versuche es jetzt mit dem korrekten Gerät."
garage_door.toggle,garage_door.chamberlain_1,Kammerherr,garage_door.chamberlain_1_backup,Kannst du bitte das Garagentor öffnen?,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='garage_door.chamberlain_1_backup', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Okay, ich versuche es jetzt mit dem richtigen Gerät."
blinds.open_cover,blinds.kindergarten,Kinderzimmerjalousien,blinds.kindergan,"Hey, bitte öffne die Jalousien im Kinderzimmer.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='blinds.kindergan', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Entschuldigung, ich versuche es jetzt mit den Jalousien im Kinderzimmer."
fan.increase_speed,fan.schlafzimmer_rechts,Schlafzimmerventilator auf der rechten Seite,fan.schlafzimmer_rechts_plus,Bitte erhöhe die Geschwindigkeit des Schlafzimmerventilators auf der rechten Seite.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='fan.schlafzimmer_rechts_plus', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Verstanden, ich versuche es jetzt mit dem richtigen Gerät."
blinds.open_cover,blinds.badezimmer_1,Erste Badezimmerjalousien,blinds.badezimmer_01,Bitte öffne die Jalousien im Badezimmer.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='blinds.badezimmer_01', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Entschuldigung, ich versuche es mit den richtigen Badezimmerjalousien."
lock.unlock,lock.höhle,Höhlenschloss,lock.höhl,Bitte entriegle das Höhlenschloss.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='lock.höhl', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Okay, ich versuche es jetzt mit dem Gerät lock.höhle."
