service_name,device_name,phrase
vacuum.start,dachterrasse,Bitte Dachterrasse ist schmutzig.
vacuum.start,dachboden,Beginnen wir mit dem Staubsaugen auf dem Dachboden.
vacuum.start,keller,Können wir bitte den Kellerstaubsauger anmachen?
vacuum.start,poolbereich,Der Staubsauger im Poolbereich muss gestartet werden.
vacuum.start,garten,Könnten Sie bitte den Gartenstaubsauger aktivieren?
vacuum.start,terrasse,"Darf ich Sie bitten, den Terrassensauger zu starten?"
vacuum.start,veranda,Bitte starten Sie den Staubsauger auf der Veranda.
vacuum.start,baracke,Können wir bitte den Staubsauger im Schuppen einschalten?
vacuum.start,werkstatt2,Der zweite Workshop ist momentan ziemlich dreckig.
vacuum.start,studio,"Darf ich Sie bitten, den Studiostaubsauger zu starten?"
vacuum.start,gewächshaus,Bitte leiten Sie das Vakuum im Gewächshaus ein.
vacuum.start,potting_shed,Können wir bitte den Staubsauger im Blumenschuppen einschalten?
vacuum.start,sommerhaus,Der Gartenhausstaubsauger muss gestartet werden.
vacuum.start,garage2,Beginnen wir mit dem zweiten Garagenstaubsauger.
vacuum.start,werkzeugschuppen,"Darf ich Sie bitten, den Staubsauger im Geräteschuppen zu aktivieren?"
vacuum.start,scheune,Könnten wir bitte den Stallstaubsauger einschalten?
vacuum.start,weinkeller,Der Weinkeller sollte gereinigt werden.
vacuum.start,lagerraum,Beginnen wir mit der Aufräumung des Lagerraums.
vacuum.start,gewächshaus2,"Darf ich Sie bitten, das zweite Gewächshausvakuum zu aktivieren?"
vacuum.start,bootshaus,Bitte schalten Sie den Staubsauger im Bootshaus ein.
vacuum.start,yachthafen,Könnten wir bitte den Staubsauger im Jachthafen starten?
vacuum.start,bb8,Schalten Sie BB8 ein.
vacuum.start,c3po,Können Sie C3PO starten?
vacuum.start,hal,Bitte schalten Sie Hal ein.
vacuum.start,r2d2,"Können Sie R2D2 anweisen, aufzuräumen?"
light.turn_off,bar_light,Bitte schalten Sie das Barlicht aus
light.turn_off,bar_light,Schalten Sie das Licht der Bar aus
light.turn_off,bar_light,Schalten Sie das Licht der Bar aus
light.turn_off,dining_room_light,Esszimmerlicht ausschalten
light.turn_off,dining_room_light,Esszimmerlicht ausschalten
light.turn_off,dining_room_light,Schalten Sie das Licht im Esszimmer ein
light.turn_off,vorderlicht,Können wir das Frontlicht ausschalten?
light.turn_off,vorderlicht,Können wir das Frontlicht ausschalten?
light.turn_off,vorderlicht,Kann man das Licht vorne ausschalten?
light.turn_off,gym_light,Kannst du das Licht im Fitnessstudio ausschalten?
light.turn_off,gym_light,Kannst du das Licht im Fitnessstudio ausschalten?
light.turn_off,gym_light,Könnten wir das Licht im Fitnessstudio ausschalten?
light.turn_off,island_light,Könnten Sie das Insellicht deaktivieren?
light.turn_off,island_light,Deaktivieren Sie das Insellicht
light.turn_off,island_light,Deaktivieren Sie die Beleuchtung des Inselbereichs.
light.turn_off,kitchen_light,Deaktivieren Sie das Küchenlicht
light.turn_off,kitchen_light,Schalten Sie das Licht in der Küche aus.
light.turn_off,kitchen_light,Schalten Sie das Licht in der Küche aus.
light.turn_off,wohnzimmer_licht,Wohnzimmerlicht aus
light.turn_off,wohnzimmer_licht,Deaktivieren Sie die Beleuchtung im Wohnzimmer.
light.turn_off,wohnzimmer_licht,Bitte deaktivieren Sie die Wohnzimmerbeleuchtung.
light.turn_off,main_basement_light,Bitte löschen Sie das Hauptlicht im Keller
light.turn_off,main_basement_light,Bitte schalten Sie das Licht im Hauptkeller aus.
light.turn_off,main_basement_light,Bitte schalten Sie das Hauptlicht im Keller aus
light.turn_off,man_cave_light,Bitte schalten Sie die Lichter im Männerhöhlenbereich aus.
light.turn_off,man_cave_light,Bitte schalten Sie die Lichter der Männerhöhle aus.
light.turn_off,man_cave_light,Bitte schalten Sie das Männerhöhlenlicht aus.
light.turn_off,master_schlafzimmer_licht,Schalten Sie das Licht im Hauptschlafzimmer aus.
light.turn_off,master_schlafzimmer_licht,Schalten Sie die Beleuchtung im Hauptschlafzimmer aus.
light.turn_off,master_schlafzimmer_licht,Schalten Sie die Lichter im Hauptschlafzimmer aus.
light.turn_off,pool_table_light,Schalten Sie die Billardtischbeleuchtung aus
light.turn_off,pool_table_light,Schalten Sie die Billardtischbeleuchtung aus
light.turn_off,pool_table_light,Schalten Sie bitte die Billardtischbeleuchtung aus
light.turn_off,pool_table_light,Schalten Sie jetzt die Billardtischbeleuchtung aus
light.turn_off,pool_table_light,Schalten Sie die Beleuchtung des Billardtisches aus
light.turn_off,pool_table_light,Schalten Sie das Licht am Billardtisch aus
light.turn_off,pool_table_light,Schalten Sie die Billardtischbeleuchtung aus
light.turn_off,pool_table_light,Schalten Sie das Licht am Billardtisch aus
light.turn_off,pool_table_light,Schalten Sie bitte das Licht am Billardtisch aus
light.turn_off,pool_table_light,Schalten Sie jetzt die Billardtischbeleuchtung aus
light.turn_off,pool_table_light,Sie können jetzt die Billardtischbeleuchtung ausschalten
light.turn_off,pool_table_light,Schalten Sie die Beleuchtung des Billardtisches aus.
light.turn_off,pool_table_light,Schalten Sie bitte das Licht am Billardtisch aus.
light.turn_off,pool_table_light,Schalten Sie das Licht am Billardtisch aus
light.turn_off,pool_table_light,Schalten Sie das Licht am Billardtisch aus.
light.turn_off,pool_table_light,Schalten Sie das Licht am Billardtisch aus
light.turn_off,pool_table_light,Schalten Sie das Licht am Billardtisch aus
light.turn_off,pool_table_light,Schalten Sie die Billardtischbeleuchtung aus
light.turn_off,porch_light,Bitte schalten Sie das Licht auf der Veranda aus
light.turn_off,porch_light,Schalten Sie das Licht auf der Veranda aus
light.turn_off,porch_light,Schalten Sie das Licht auf der Veranda aus
light.turn_off,porch_light,Verandalicht deaktivieren
light.turn_off,porch_light,Schalten Sie das Licht auf der Veranda aus
light.turn_off,porch_light,Schalten Sie das Licht auf der Veranda ein
light.turn_off,porch_light,Können wir das Licht auf der Veranda ausschalten?
light.turn_off,porch_light,Können wir das Licht auf der Veranda ausschalten?
light.turn_off,porch_light,Kannst du das Licht auf der Veranda ausschalten?
light.turn_off,porch_light,Kannst du das Licht auf der Veranda ausschalten?
light.turn_off,porch_light,Kannst du das Licht auf der Veranda ausschalten?
light.turn_off,porch_light,Könnten wir die Lichter auf der Veranda ausschalten?
light.turn_off,porch_light,Könnten Sie das Licht auf der Veranda ausschalten?
light.turn_off,porch_light,Deaktivieren Sie das Verandalicht
light.turn_off,porch_light,Deaktivieren Sie die Beleuchtung des Verandabereichs.
light.turn_off,porch_light,Deaktivieren Sie das Verandalicht
light.turn_off,porch_light,Schalten Sie das Licht auf der Veranda aus
light.turn_off,porch_light,Deaktivieren Sie das Verandalicht
light.turn_off,porch_light,Deaktivieren Sie das Verandalicht
light.turn_off,porch_light,Deaktivieren Sie das Verandalicht
light.turn_off,porch_light,Schalten Sie das Licht auf der Veranda aus.
light.turn_off,porch_light,Schalten Sie die Lichter auf der Veranda aus.
light.turn_off,porch_light,Verandalicht aus
light.turn_off,porch_light,Deaktivieren Sie die Verandabeleuchtung.
light.turn_off,porch_light,Bitte deaktivieren Sie das Licht auf der Veranda.
light.turn_off,porch_light,Bitte löschen Sie das Licht auf der Veranda
light.turn_off,porch_light,Bitte schalten Sie die Lichter auf der Veranda aus.
light.turn_off,porch_light,Bitte schalten Sie das Licht auf der Veranda aus
light.turn_off,porch_light,Bitte schalten Sie die Lichter im Verandabereich aus.
light.turn_off,porch_light,Bitte schalten Sie die Lichter auf der Veranda aus.
light.turn_off,porch_light,Bitte schalten Sie das Licht auf der Veranda aus.
light.turn_off,porch_light,Schalten Sie das Licht auf der Veranda aus.
light.turn_off,porch_light,Schalten Sie die Verandabeleuchtung aus.
light.turn_off,porch_light,Schalten Sie die Lichter auf der Veranda aus.
light.turn_off,porch_light,Mach das Licht auf der Veranda aus
light.turn_off,porch_light,Schalten Sie das Licht auf der Veranda aus
light.turn_off,porch_light,Schalten Sie bitte das Licht auf der Veranda aus
light.turn_off,porch_light,Schalten Sie jetzt das Licht auf der Veranda aus
light.turn_off,porch_light,Schalten Sie die Lichter auf der Veranda aus
light.turn_off,porch_light,Schalten Sie das Licht auf der Veranda aus
light.turn_off,porch_light,Schalten Sie das Licht auf der Veranda aus
light.turn_off,porch_light,Schalten Sie das Licht auf der Veranda aus
light.turn_off,porch_light,Schalten Sie bitte das Licht auf der Veranda aus
light.turn_off,porch_light,Schalten Sie jetzt das Licht auf der Veranda aus
light.turn_off,porch_light,Sie können jetzt das Licht auf der Veranda ausschalten
light.turn_off,porch_light,Schalten Sie die Lichter auf der Veranda aus.
light.turn_off,porch_light,Schalten Sie bitte das Licht auf der Veranda aus.
light.turn_off,porch_light,Schalten Sie das Licht auf der Veranda aus
light.turn_off,porch_light,Schalten Sie das Licht auf der Veranda aus.
light.turn_off,porch_light,Schalten Sie das Licht auf der Veranda aus
light.turn_off,porch_light,Schalten Sie das Licht auf der Veranda aus
light.turn_off,porch_light,Schalten Sie das Licht auf der Veranda aus
light.turn_off,duschlicht,Bitte schalten Sie das Duschlicht aus
light.turn_off,duschlicht,Schalten Sie das Duschlicht aus
light.turn_off,duschlicht,Schalten Sie das Duschlicht aus
light.turn_off,duschlicht,Duschlicht deaktivieren
light.turn_off,duschlicht,Duschlicht ausschalten
light.turn_off,stair_light,Treppenlicht aus
light.turn_off,stair_light,Deaktivieren Sie die Treppenbeleuchtung.
light.turn_off,stair_light,Treppenlicht ausschalten
light.turn_off,stair_light,Schalten Sie das Treppenhauslicht ein
light.turn_off,stair_light,Können wir das Licht im Treppenhaus ausschalten?
light.turn_off,dachlicht,Bitte schalten Sie das Dachlicht aus
light.turn_off,dachlicht,Dachlicht ausschalten
light.turn_off,dachlicht,Schalten Sie das Dachlicht aus
light.turn_off,walkway_light,Schalten Sie die Gehwegbeleuchtung aus.
light.turn_off,walkway_light,Schalten Sie das Gehweglicht aus
light.turn_off,walkway_light,Schalten Sie die Gehwegbeleuchtung aus
light.turn_off,bobs_lamp,Bitte schalten Sie Bobs Licht aus
light.turn_off,janets_lamp,Mach Janets Licht aus
light.turn_off,ruths_lamp,Bitte schalten Sie Ruths Lampe aus
light.turn_off,colins_lamp,Schalte Colins Lampe aus
light.turn_off,neenas_lamp,Schalten Sie Neenas Lampe aus
light.turn_off,roberts_lamp,Deaktiviere Roberts Lampe
light.turn_off,paulus_lamp,Schalte Paulus' Lampe aus
light.turn_off,peters_lamp,Peters Lampe ein-/ausschalten
light.turn_off,angelas_lamp,Können wir Angelas Lampe ausschalten?
light.turn_off,eintragslampe,Bitte Einstiegsleuchte ausschalten
light.turn_off,eintragslampe,Einstiegsleuchte ausschalten
light.turn_off,eintragslampe,Bitte löschen Sie die Eingangslampe
light.turn_off,eintragslampe,Bitte schalten Sie die Eingangsbeleuchtung aus
light.turn_off,eintragslampe,Bitte schalten Sie die Lampen im Eingangsbereich aus.
light.turn_off,eintragslampe,Eingangsbeleuchtung deaktivieren
light.turn_on,bar_light,Erleuchte das Licht in meiner Bar.
light.turn_on,bar_light,Beleuchten Sie die Leiste.
light.turn_on,bar_light,Balkenlicht an
light.turn_on,bar_light,Beleuchten Sie die Bar.
light.turn_on,dining_room_light,Schalten Sie das Licht im Esszimmer ein
light.turn_on,dining_room_light,Schalten Sie bitte das Licht im Esszimmer ein
light.turn_on,dining_room_light,Schalten Sie die Lichter im Esszimmer ein.
light.turn_on,vorderlicht,Schalten Sie bitte das Frontlicht ein
light.turn_on,vorderlicht,Bitte aktivieren Sie das Frontlicht
light.turn_on,vorderlicht,Aktivieren Sie jetzt das Frontlicht
light.turn_on,gym_light,Schalten Sie bitte das Licht im Fitnessstudio ein
light.turn_on,gym_light,Schalten Sie das Licht im Fitnessstudio ein
light.turn_on,gym_light,Turnhallenlicht an
light.turn_on,island_light,Schalten Sie das Insellicht ein
light.turn_on,island_light,Insellicht an
light.turn_on,island_light,Schalten Sie das Insellicht ein
light.turn_on,kitchen_light,Küchenlicht an
light.turn_on,kitchen_light,Schalten Sie das Küchenlicht ein
light.turn_on,kitchen_light,"Hey, kannst du das Küchenlicht anmachen?"
light.turn_on,wohnzimmer_licht,Schalten Sie die Wohnzimmerbeleuchtung ein.
light.turn_on,wohnzimmer_licht,Schalten Sie bitte das Licht im Wohnzimmer ein.
light.turn_on,wohnzimmer_licht,Bitte schalten Sie die Wohnzimmerbeleuchtung ein.
light.turn_on,wohnzimmer_licht,Schalten Sie die Wohnzimmerbeleuchtung ein.
light.turn_on,main_basement_light,Schalten Sie das Hauptlicht im Keller ein
light.turn_on,main_basement_light,Schalten Sie das Hauptlicht im Keller ein
light.turn_on,man_cave_light,Aktivieren Sie das Menschenhöhlenlicht.
light.turn_on,man_cave_light,Aktiviere die Lichter in der Männerhöhle
light.turn_on,man_cave_light,Könntest du die Männerhöhle erhellen?
light.turn_on,man_cave_light,Aktivieren Sie das Männerhöhlenlicht
light.turn_on,master_schlafzimmer_licht,Könnten Sie das Hauptschlafzimmer beleuchten?
light.turn_on,pool_table_bar_light,Billardtisch-Bar-Licht an
light.turn_on,pool_table_bar_light,Schalten Sie das Licht der Billardtischbar ein
light.turn_on,pool_table_bar_light,Können Sie das Licht an der Billardtischbar einschalten?
light.turn_on,pool_table_light,Schalten Sie bitte die Billardtischbeleuchtung ein
light.turn_on,porch_light,Schalten Sie das Licht auf der Veranda ein
light.turn_on,porch_light,Kannst du das Licht auf der Veranda anmachen?
light.turn_on,porch_light,Könnten Sie bitte das Licht auf der Veranda anmachen?
light.turn_on,duschlicht,Schalten Sie das Duschlicht ein
light.turn_on,duschlicht,Schalten Sie das Duschlicht ein
light.turn_on,duschlicht,Aktivieren Sie das Duschlicht
light.turn_on,duschlicht,Könnten Sie bitte die Dusche beleuchten?
light.turn_on,duschlicht,Schalten Sie das Licht an der Dusche ein
light.turn_on,duschlicht,Beleuchten Sie bitte die Dusche
light.turn_on,duschlicht,Schalten Sie bitte das Duschlicht ein
light.turn_on,duschlicht,Schalten Sie das Duschlicht ein
light.turn_on,duschlicht,Duschlicht an
light.turn_on,stair_light,Bitte aktivieren Sie das Treppenlicht
light.turn_on,stair_light,Bitte aktivieren Sie das Treppenlicht
light.turn_on,stair_light,Könnten Sie bitte das Treppenhaus beleuchten?
light.turn_on,stair_light,Bitte aktivieren Sie das Treppenhauslicht
light.turn_on,stair_light,Bitte schalten Sie die Beleuchtung im Treppenhausbereich ein
light.turn_on,dachlicht,Bitte schalten Sie das Dachlicht ein.
light.turn_on,dachlicht,Schalten Sie bitte das Dachlicht ein
light.turn_on,dachlicht,Kannst du das Licht im Dach anmachen?
light.turn_on,walkway_light,Bitte aktivieren Sie die Gehwegbeleuchtung
light.turn_on,walkway_light,Bitte schalten Sie die Gehwegbereichsbeleuchtung ein
light.turn_on,walkway_light,Schalten Sie die Gehwegbeleuchtung ein.
light.turn_on,freds_lamp,Mach Freds Licht an
light.turn_on,colins_lamp,Mach Colins Licht an
light.turn_on,roberts_lamp,Aktiviere Roberts Licht
light.turn_on,pierres_lamp,Schalten Sie bitte Pierres Licht an
light.turn_on,jennifers_lamp,Mach Jenns Licht an
light.turn_on,julias_lamp,Julias Licht an
light.turn_on,neenas_lamp,Schalten Sie Neenas Licht ein
light.turn_on,patricks_lamp,Kannst du Patricks Licht anmachen?
light.turn_on,sams_lamp,Bringen Sie Sam's zum Leuchten.
light.turn_on,johns_lamp,Erhelle Johns Licht.
light.turn_on,jordans_lamp,Schalten Sie Jordans Beleuchtung ein.
light.turn_on,lebrons_lamp,Zünde Lebrons Lichter an.
light.turn_on,angies_lamp,Kannst du Angies Lampe anmachen?
light.turn_on,louis_lamp,Könntest du bitte Louis' Lampe anmachen?
light.turn_on,katniss_lamp,Könnten Sie Katniss' Lampe aktivieren?
light.turn_on,waynes_lamp,Aktivieren Sie Waynes Lampe
light.turn_on,samuels_lamp,Bitte aktivieren Sie Samuels Lampe
light.turn_on,eintragslampe,Einstiegsleuchte einschalten
light.turn_on,eintragslampe,Bitte Eingangsbeleuchtung aktivieren
light.turn_on,eintragslampe,Bitte schalten Sie die Eingangsbereichslampe ein
light.turn_on,eintragslampe,Eingangsbeleuchtung einschalten
light.turn_on,eintragslampe,Eingangsbeleuchtung einschalten.
