service_name,device_name,phrase
light.turn_off,światło_kuchenne,Wyłącz światło w kuchni.
light.turn_off,światło_kuchenne,Wyłącz światło w kuchni.
light.turn_off,światło_pokoju_dziennego,wyłączone światło w salonie
light.turn_off,światło_pokoju_dziennego,Wyłącz oświetlenie w salonie.
light.turn_off,światło_pokoju_dziennego,Proszę wyłączyć światło w salonie.
light.turn_off,główne_światło_piwnicy,Proszę zgasić główne światło w piwnicy
light.turn_off,główne_światło_piwnicy,Prosimy o wyłączenie świateł w głównej piwnicy.
light.turn_off,główne_światło_piwnicy,Proszę wyłączyć główne światło w piwnicy
light.turn_off,człowiek_światło_jaskini,Proszę wyłączyć oświetlenie obszaru jaskini człowieka.
light.turn_off,człowiek_światło_jaskini,Proszę wyłączyć światła w jaskini człowieka.
light.turn_off,człowiek_światło_jaskini,"Proszę, zgaś światło w jaskini człowieka."
light.turn_off,oświetlenie_głównej_sypialni,Wyłącz światła w głównej sypialni.
light.turn_off,oświetlenie_głównej_sypialni,Wyłącz światła w głównej sypialni.
light.turn_off,oświetlenie_głównej_sypialni,Wyłącz światła w głównej sypialni.
light.turn_off,światło_stołu_bilardowego,Wyłącz oświetlenie stołu bilardowego
light.turn_off,światło_stołu_bilardowego,Wyłącz oświetlenie stołu bilardowego
light.turn_off,światło_stołu_bilardowego,Wyłącz proszę światło na stole bilardowym
light.turn_off,światło_stołu_bilardowego,Wyłącz teraz oświetlenie stołu bilardowego
light.turn_off,światło_stołu_bilardowego,Wyłącz oświetlenie stołu bilardowego
light.turn_off,światło_stołu_bilardowego,Wyłącz światło w stole bilardowym
light.turn_off,światło_stołu_bilardowego,Wyłącz oświetlenie stołu bilardowego
light.turn_off,światło_stołu_bilardowego,Wyłącz oświetlenie stołu bilardowego
light.turn_off,światło_stołu_bilardowego,Proszę wyłączyć światło na stole bilardowym
light.turn_off,światło_stołu_bilardowego,Wyłącz teraz oświetlenie stołu bilardowego
light.turn_off,światło_stołu_bilardowego,Możesz teraz wyłączyć oświetlenie stołu bilardowego
light.turn_off,światło_stołu_bilardowego,Wyłącz oświetlenie stołu bilardowego.
light.turn_off,światło_stołu_bilardowego,Proszę wyłączyć światło na stole bilardowym.
light.turn_off,światło_stołu_bilardowego,Wyłącz oświetlenie stołu bilardowego
light.turn_off,światło_stołu_bilardowego,Wyłącz światło w stole bilardowym.
light.turn_off,światło_stołu_bilardowego,Wyłącz oświetlenie stołu bilardowego
light.turn_off,światło_stołu_bilardowego,Wyłącz światło w stole bilardowym
light.turn_off,światło_stołu_bilardowego,Wyłącz oświetlenie stołu bilardowego
light.turn_off,światło_ganku,Proszę wyłączyć światło na werandzie
light.turn_off,światło_ganku,Wyłącz światło na werandzie
light.turn_off,światło_ganku,Wyłącz światło na werandzie
light.turn_off,światło_ganku,Dezaktywuj światło na werandzie
light.turn_off,światło_ganku,Wyłącz światło na werandzie
light.turn_off,światło_ganku,Przełącz światło na werandzie
light.turn_off,światło_ganku,Czy możemy wyłączyć światło na werandzie?
light.turn_off,światło_ganku,Czy możemy przygasić światło na werandzie?
light.turn_off,światło_ganku,Czy możesz wyłączyć światło na werandzie?
light.turn_off,światło_ganku,Czy możesz wyłączyć światło na werandzie?
light.turn_off,światło_ganku,Czy możesz wyłączyć światło na werandzie?
light.turn_off,światło_ganku,Czy moglibyśmy wyłączyć światła na werandzie?
light.turn_off,światło_ganku,Czy mógłbyś wyłączyć światło na werandzie?
light.turn_off,światło_ganku,Dezaktywuj światło na werandzie
light.turn_off,światło_ganku,Dezaktywuj oświetlenie obszaru werandy.
light.turn_off,światło_ganku,Dezaktywuj światło na werandzie
light.turn_off,światło_ganku,Wyłącz światło na werandzie
light.turn_off,światło_ganku,Dezaktywuj światło na werandzie
light.turn_off,światło_ganku,Dezaktywuj światło na werandzie
light.turn_off,światło_ganku,Dezaktywuj światło na werandzie
light.turn_off,światło_ganku,Wyłącz światła na werandzie.
light.turn_off,światło_ganku,Wyłącz światła na werandzie.
light.turn_off,światło_ganku,wyłączone światło na werandzie
light.turn_off,światło_ganku,Wyłącz światła na werandzie.
light.turn_off,światło_ganku,Proszę wyłączyć światło na werandzie.
light.turn_off,światło_ganku,Proszę zgasić światło na werandzie
light.turn_off,światło_ganku,Proszę zgasić światło na werandzie.
light.turn_off,światło_ganku,Proszę wyłączyć światło na werandzie
light.turn_off,światło_ganku,Proszę wyłączyć oświetlenie na werandzie.
light.turn_off,światło_ganku,Proszę wyłączyć światła na werandzie.
light.turn_off,światło_ganku,Proszę wyłączyć światło na werandzie.
light.turn_off,światło_ganku,Wyłącz światła na werandzie.
light.turn_off,światło_ganku,Wyłącz światła na werandzie.
light.turn_off,światło_ganku,Zgaś światła na werandzie.
light.turn_off,światło_ganku,Zgaś światło na werandzie
light.turn_off,światło_ganku,Wyłącz światło na werandzie
light.turn_off,światło_ganku,Wyłącz proszę światło na werandzie
light.turn_off,światło_ganku,Wyłącz teraz światło na werandzie
light.turn_off,światło_ganku,Wyłącz światła na werandzie
light.turn_off,światło_ganku,Wyłącz światło na werandzie
light.turn_off,światło_ganku,Wyłącz światło na werandzie
light.turn_off,światło_ganku,Wyłącz światło na werandzie
light.turn_off,światło_ganku,"Zgaś światło na werandzie, proszę"
light.turn_off,światło_ganku,Wyłącz teraz światło na werandzie
light.turn_off,światło_ganku,Możesz teraz wyłączyć światło na ganku
light.turn_off,światło_ganku,Wyłącz światła na werandzie.
light.turn_off,światło_ganku,"Zgaś światło na werandzie, proszę."
light.turn_off,światło_ganku,Wyłącz światło na werandzie
light.turn_off,światło_ganku,Wyłącz światło na werandzie.
light.turn_off,światło_ganku,Wyłącz światło na werandzie
light.turn_off,światło_ganku,Wyłącz światło na werandzie
light.turn_off,światło_ganku,Wyłącz światło na werandzie
light.turn_off,światło_prysznicowe,Proszę wyłączyć światło pod prysznicem
light.turn_off,światło_prysznicowe,Wyłącz światło pod prysznicem
light.turn_off,światło_prysznicowe,Wyłącz światło pod prysznicem
light.turn_off,światło_prysznicowe,Dezaktywuj światło prysznicowe
light.turn_off,światło_prysznicowe,Wyłącz światło pod prysznicem
light.turn_off,światło_schodów,wyłączone światło na schodach
light.turn_off,światło_schodów,Wyłącz światła na schodach.
light.turn_off,światło_schodów,Wyłącz światło na klatce schodowej
light.turn_off,światło_schodów,Przełącz światło na klatce schodowej
light.turn_off,światło_schodów,Czy możemy wyłączyć światło na klatce schodowej?
light.turn_off,światło_dachowe,Proszę wyłączyć światło dachowe
light.turn_off,światło_dachowe,Wyłącz światło dachowe
light.turn_off,światło_dachowe,Wyłącz światło dachowe
light.turn_off,chodnik_światło,Wyłącz światła na chodniku.
light.turn_off,chodnik_światło,Wyłącz światło na chodniku
light.turn_off,chodnik_światło,Wyłącz światło na chodniku
light.turn_off,lampa_bobs,"Proszę, wyłącz światło Boba"
light.turn_off,janets_lamp,Wyłącz światło Janet
light.turn_off,ruths_lamp,"Proszę, wyłącz lampę Ruth"
light.turn_off,lampa_colins,Wyłącz lampę Colina
light.turn_off,lampa_neenas,Wyłącz lampę Neeny
light.turn_off,roberts_lampa,Dezaktywuj lampę Roberta
light.turn_off,lampa_paulusa,Zgaś lampę Paulusa
light.turn_off,lampa_petersa,Przełącz lampę Petera
light.turn_off,angelas_lampa,Czy możemy wyłączyć lampę Angeli?
light.turn_off,lampa_wejściowa,Proszę wyłączyć lampę wejściową
light.turn_off,lampa_wejściowa,Wyłącz lampę wejściową
light.turn_off,lampa_wejściowa,Proszę zgasić lampę w przedpokoju
light.turn_off,lampa_wejściowa,Proszę wyłączyć lampę w przedpokoju
light.turn_off,lampa_wejściowa,Prosimy o wyłączenie oświetlenia w przedpokoju.
light.turn_off,lampa_wejściowa,Dezaktywuj światło wejściowe
light.turn_on,bar_światło,Rozświetl światło w moim barze.
light.turn_on,bar_światło,Oświetl pasek.
light.turn_on,bar_światło,Włączone światło na pasku
light.turn_on,bar_światło,Rozświetl pasek.
light.turn_on,światło_jadalni,Włącz światła w jadalni
light.turn_on,światło_jadalni,Proszę włączyć światło w jadalni
light.turn_on,światło_jadalni,Włącz światło w jadalni.
light.turn_on,przednie_światła,Proszę włączyć przednie światło
light.turn_on,przednie_światła,Proszę włączyć przednie światło
light.turn_on,przednie_światła,Włącz teraz światło przednie
light.turn_on,światło_siłowni,Proszę włączyć światło na siłowni
light.turn_on,światło_siłowni,Włącz światło na siłowni
light.turn_on,światło_siłowni,włączone światło na siłowni
light.turn_on,wyspa_światła,Włącz światło wyspy
light.turn_on,wyspa_światła,włączone światło wyspy
light.turn_on,wyspa_światła,Włącz światło wyspy
light.turn_on,światło_kuchenne,włączone światło w kuchni
light.turn_on,światło_kuchenne,Włącz światło w kuchni
light.turn_on,światło_kuchenne,"Hej, możesz włączyć światło w kuchni?"
light.turn_on,światło_pokoju_dziennego,Włącz światła w salonie.
light.turn_on,światło_pokoju_dziennego,Proszę włączyć światło w salonie.
light.turn_on,światło_pokoju_dziennego,Proszę włączyć światła w salonie.
light.turn_on,światło_pokoju_dziennego,Włącz oświetlenie w salonie.
light.turn_on,główne_światło_piwnicy,Włącz główne światło w piwnicy
light.turn_on,główne_światło_piwnicy,Włącz główne światło w piwnicy
light.turn_on,człowiek_światło_jaskini,Aktywuj światło jaskiniowe człowieka.
light.turn_on,człowiek_światło_jaskini,Włącz światła w jaskini człowieka
light.turn_on,człowiek_światło_jaskini,Czy mógłbyś oświetlić męską jaskinię?
light.turn_on,człowiek_światło_jaskini,Włącz światło jaskini człowieka
light.turn_on,oświetlenie_głównej_sypialni,Czy mógłbyś oświetlić główną sypialnię?
light.turn_on,basen_table_bar_light,włączone światło baru przy stole bilardowym
light.turn_on,basen_table_bar_light,Włącz oświetlenie baru stołu bilardowego
light.turn_on,basen_table_bar_light,Czy możesz włączyć oświetlenie baru przy stole bilardowym?
light.turn_on,światło_stołu_bilardowego,Proszę włączyć oświetlenie stołu bilardowego
light.turn_on,światło_ganku,Włącz światło na werandzie
light.turn_on,światło_ganku,Czy możesz włączyć światło na werandzie?
light.turn_on,światło_ganku,Czy mógłbyś zapalić światło na werandzie?
light.turn_on,światło_prysznicowe,Włącz światło pod prysznicem
light.turn_on,światło_prysznicowe,Włącz światło pod prysznicem
light.turn_on,światło_prysznicowe,Włącz światło prysznicowe
light.turn_on,światło_prysznicowe,Czy mógłbyś oświetlić prysznic?
light.turn_on,światło_prysznicowe,Włącz światło pod prysznicem
light.turn_on,światło_prysznicowe,"Zapal prysznic, proszę"
light.turn_on,światło_prysznicowe,Proszę włączyć światło pod prysznicem
light.turn_on,światło_prysznicowe,Włącz światło pod prysznicem
light.turn_on,światło_prysznicowe,włączone światło prysznica
light.turn_on,światło_schodów,Proszę włączyć światło na klatce schodowej
light.turn_on,światło_schodów,Proszę włączyć światło na klatce schodowej
light.turn_on,światło_schodów,Czy możesz oświetlić klatkę schodową?
light.turn_on,światło_schodów,Proszę włączyć światło na klatce schodowej
light.turn_on,światło_schodów,Proszę włączyć oświetlenie na klatce schodowej
light.turn_on,światło_dachowe,Proszę włączyć światło dachowe.
light.turn_on,światło_dachowe,Proszę włączyć światło dachowe
light.turn_on,światło_dachowe,Czy możesz włączyć światło na dachu?
light.turn_on,chodnik_światło,Proszę włączyć światło na chodniku
light.turn_on,chodnik_światło,Prosimy o włączenie oświetlenia obszaru chodnika
light.turn_on,chodnik_światło,Włącz oświetlenie chodnika.
light.turn_on,freds_lamp,Włącz światło Freda
light.turn_on,lampa_colins,Włącz światło Colina
light.turn_on,roberts_lampa,Aktywuj światło Roberta
light.turn_on,lampa_pierres,"Proszę, włącz światło Pierre'a"
light.turn_on,jennifers_lamp,Włącz światło Jenn
light.turn_on,julia_lampa,Światło u Julii jest włączone
light.turn_on,lampa_neenas,Włącz światło Neeny
light.turn_on,patricks_lamp,Czy możesz włączyć światło Patricka?
light.turn_on,lampa_sam,Rozświetl Sama.
light.turn_on,johns_lamp,Rozjaśnij światło Johna.
light.turn_on,lampa_jordans,Włącz oświetlenie Jordana.
light.turn_on,lampa_lebrons,Zapal światła Lebrona.
light.turn_on,angies_lamp,Czy możesz włączyć lampę Angie?
light.turn_on,louis_lampa,"Czy mógłbyś włączyć lampę Louisa, proszę?"
light.turn_on,katniss_lamp,Czy mógłbyś włączyć lampę Katniss?
light.turn_on,lampa_waynesa,Włącz lampę Wayne’a
light.turn_on,lampa_suelsa,Proszę włączyć lampę Samuela
light.turn_on,lampa_wejściowa,Włącz lampę wejściową
light.turn_on,lampa_wejściowa,Proszę włączyć lampę w przedpokoju
light.turn_on,lampa_wejściowa,Proszę włączyć lampę w przedpokoju
light.turn_on,lampa_wejściowa,Włącz światło wejściowe
light.turn_on,lampa_wejściowa,Włącz oświetlenie wejścia.
