service_name,correct_device_name,correct_friendly_name,bad_device_name,phrase,error_result,retry_prompt
light.toggle,light.abajo_zen_homekit,Luz Zen de abajo,light.zen_abajo_homekit,¿Puedes alternar la Luz Zen de abajo?,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='light.zen_abajo_homekit', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","De acuerdo, lo intentaré con la Luz Zen de abajo."
switch.turn_on,switch.abridor_de_puerta_de_garage,Interruptor de apertura de puerta de garaje,switch.abridor_de_puerta_garaje_plus,"Por favor, enciende el interruptor de apertura de la puerta del garaje.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='switch.abridor_de_puerta_garaje_plus', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","De acuerdo, lo intentaré con el interruptor de apertura de puerta de garaje."
light.turn_on,light.back_balcony_lifx,Luz trasera del balcón,light.back_balcony_lifx_aux,"Enciende la luz trasera del balcón, por favor.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='light.back_balcony_lifx_aux', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Entendido, intentaré con la luz trasera del balcón."
lock.unlock,lock.ascensor,Cerradura de ascensor privado,lock.ascenor,"Por favor, desbloquea la cerradura del ascensor privado.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='lock.ascenor', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","De acuerdo, intentaré con la cerradura correcta."
switch.turn_off,switch.luces_cobertizo_para_botes,Interruptor de luces del cobertizo para botes,switch.luces_cobertizo_botes,Apaga las luces del cobertizo para los botes,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='switch.luces_cobertizo_botes', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Entendido, intentaré apagar el interruptor de luces del cobertizo para botes."
light.turn_on,light.estante_cocina_fresco,Estante De Cocina Luz Fría,light.estante_cocina_fresco_1,¿Puedes encender la luz del estante de la cocina fresca?,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='light.estante_cocina_fresco_1', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Entendido, intentaré con el dispositivo correcto."
vacuum.stop,vacuum.automatizador_doméstico_inteligente,Robot de limpieza del hogar inteligente,vacuum.automatizador_doméstico_inteli,"Por favor, detén el robot de limpieza del hogar inteligente.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='vacuum.automatizador_doméstico_inteli', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","De acuerdo, lo intentaré con el dispositivo correcto."
media_player.media_play_pause,media_player.altavoz_pared_pasillo,Altavoz de pared para pasillo,media_player.altavoz_pasillo_pared,Reproduce o pausa la música en el altavoz de pared para el pasillo.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='media_player.altavoz_pasillo_pared', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","De acuerdo, ahora usaré el altavoz de pared para pasillo."
light.turn_on,light.front_observatorio_ge,Luz frontal del observatorio,light.front_observatorio_ger,Enciende la luz frontal del observatorio al 91% de brillo en blanco.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='light.front_observatorio_ger', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Entendido, intentaré con el dispositivo correcto."
lock.unlock,lock.arma_segura,Cerradura de seguridad para armas,lock.segura_arma,¿Puedes desbloquear la cerradura de seguridad para armas?,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='lock.segura_arma', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Entendido, lo intentaré con lock.arma_segura."
fan.increase_speed,fan.balcón,ventilador de balcón,fan.balcónx,"Sube la velocidad del ventilador de balcón, por favor.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='fan.balcónx', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Entendido, intentaré con el ventilador de balcón."
vacuum.return_to_base,vacuum.pasillo_neato,Limpiador de caminos de pasillo,vacuum.pasillo_neat,"Por favor, haz que el Limpiador de caminos de pasillo regrese a su base.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='vacuum.pasillo_neat', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Entendido, intentaré con vacuum.pasillo_neato."
media_player.media_play_pause,media_player.proyector_exterior_patio_trasero,Proyector de patio trasero,media_player.proyector_exterior_patio,Pausa o reproduce el proyector del patio trasero,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='media_player.proyector_exterior_patio', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Entendido, intentaré con el dispositivo correcto: media_player.proyector_exterior_patio_trasero."
lock.lock,lock.bodega,Cerradura para bodega,lock.bodega_primaria,"Por favor, bloquea la cerradura de la bodega.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='lock.bodega_primaria', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","De acuerdo, lo intentaré con la cerradura para bodega."
garage_door.stop_cover,garage_door.cochera,Puerta de garaje,garage_door.cochera,"Por favor, detén la puerta de la cochera.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='garage_door.cochera', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>",Lo intentaré de nuevo con la puerta de garaje correcta.
lock.lock,lock.puerta_trasera,Cerradura de entrada al patio trasero,lock.puerta_traserra,Cierra la cerradura de la entrada al patio trasero.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='lock.puerta_traserra', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","De acuerdo, intentaré con la cerradura de la puerta trasera."
switch.toggle,switch.luces_entrada,Control de iluminación de entrada,switch.luces_entradax,"Alterna la luz de la entrada, por favor.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='switch.luces_entradax', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Entendido, ahora lo intentaré con el dispositivo correcto: switch.luces_entrada."
blinds.open_cover,blinds.ventana_trasera,Persianas de ventana trasera,blinds.ventana_trasera_extra,¿Puedes abrir la persiana de la ventana trasera?,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='blinds.ventana_trasera_extra', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","De acuerdo, lo intentaré con Persianas de ventana trasera."
media_player.turn_off,media_player.recamara_principal,Medios del dormitorio principal,media_player.recamara_principal_extra,"Apaga los medios del dormitorio principal, por favor.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='media_player.recamara_principal_extra', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Entendido, intentaré apagar los Medios del dormitorio principal."
switch.turn_on,switch.luces_traseras_de_patio,Interruptor de luces del patio trasero,switch.luces_traseras_del_patio,¿Podrías encender las luces del patio trasero?,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='switch.luces_traseras_del_patio', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","De acuerdo, lo intentaré con el interruptor de luces del patio trasero."
blinds.close_cover,blinds.pasillo,Persianas de pasillo,blinds.pasill,"Cierra las persianas del pasillo, por favor.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='blinds.pasill', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","De acuerdo, lo intento con blinds.pasillo."
garage_door.toggle,garage_door.comercio,Puerta de garaje de taller,garage_door.comerci,¿Puedes abrir la puerta de garaje del taller?,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='garage_door.comerci', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","De acuerdo, lo intentaré con la puerta de garaje de taller."
lock.unlock,lock.sala_de_estar,Cerradura de salón,lock.sala_del_estar,¿Puedes desbloquear la cerradura del salón?,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='lock.sala_del_estar', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Entendido, intentaré con la cerradura correcta."
climate.set_temperature,climate.bosch_bcc100,Control conectado Bosch BCC100,climate.bosch_bcc10x,"Ajusta la temperatura a <temp_f> grados, por favor.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='climate.bosch_bcc10x', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","De acuerdo, lo intento con el dispositivo correcto."
vacuum.stop,vacuum.kitchen_xiaomi,aspiradora de cocina,vacuum.kitchen_xia_mi,"Por favor, detén la aspiradora de cocina.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='vacuum.kitchen_xia_mi', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","De acuerdo, intentaré con la aspiradora de cocina."
switch.turn_on,switch.reflectores_de_patio,Interruptor de reflectores de jardín,switch.reflactores_de_patio,"Por favor, enciende los reflectores del jardín","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='switch.reflactores_de_patio', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Entendido, intentaré con el interruptor correcto."
fan.turn_on,fan.estudio_2,fanático del estudio,fan.estudio2,Enciende el ventilador del estudio.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='fan.estudio2', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Voy a intentar con el dispositivo correcto, fan.estudio_2."
garage_door.open_cover,garage_door.dos_car,Garaje para dos automóviles,garage_door.dos_car_extra,Abre la cubierta del garaje para dos automóviles,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='garage_door.dos_car_extra', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Entendido, intentaré con el dispositivo correcto (garage_door.dos_car)."
light.turn_on,light.front_office_mqtt,Luz de recepción,light.front_office_mqtt_main,¿Puedes encender la luz de la recepción?,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='light.front_office_mqtt_main', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Vale, ahora lo intento con la luz de la recepción."
climate.set_temperature,climate.johnson_glas,Termostato inteligente GLAS de Johnson Controls,climate.johnson_gl,"Por favor, pon la temperatura a <temp_f> grados.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='climate.johnson_gl', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","De acuerdo, ahora lo intentaré con el termostato inteligente GLAS."
media_player.volume_down,media_player.proyector_sony_4k,Proyector de cine en casa Sony,media_player.proyector_sony_4k_hd,Baja el volumen del Proyector de cine en casa Sony.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='media_player.proyector_sony_4k_hd', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","De acuerdo, lo intento con el Proyector de cine en casa Sony."
light.toggle,light.encimera_de_la_cocina,Luces para encimera de cocina,light.encimera_cocina_de_la,Enciende la luz de la encimera de la cocina,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='light.encimera_cocina_de_la', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","De acuerdo, ahora lo intentaré con la luz de la encimera de la cocina."
media_player.volume_down,media_player.sonos_living,Sala de estar de Sonos,media_player.sonos_living_extra,Baja el volumen del reproductor en la sala de estar.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='media_player.sonos_living_extra', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Entendido, intentaré con el dispositivo correcto (media_player.sonos_living)."
vacuum.stop,vacuum.habitación_de_invitados_abajo,Aspiradora de la habitación de invitados de la planta baja,vacuum.habitación_invitados_abajo,Detén la aspiradora de la habitación de invitados de la planta baja.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='vacuum.habitación_invitados_abajo', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","De acuerdo, lo intentaré con la aspiradora de la habitación de invitados de la planta baja."
light.turn_off,light.arriba_zen_zigbee,Luz Zen de arriba,light.zen_arriba_zigbee,"¿Podrías apagar la Luz Zen de arriba, por favor?","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='light.zen_arriba_zigbee', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Entendido, intentaré con la Luz Zen de arriba."
light.turn_on,light.arriba_observatorio_zigbee,Luz del observatorio de arriba,light.arriba_observatorio_zigbee_extra,Enciende la luz del observatorio de arriba al 73 % de brillo.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='light.arriba_observatorio_zigbee_extra', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Entendido, intentaré con la luz del observatorio de arriba."
climate.set_temperature,climate.honeywell_lyric_t6,Honeywell Letra T6 Pro,climate.honeywell_lyric_t6_pro,Ajusta la temperatura a <temp_f> grados en la casa.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='climate.honeywell_lyric_t6_pro', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Entendido, lo intentaré con climate.honeywell_lyric_t6."
fan.turn_on,fan.guardería,Fanático de la guardería,fan.guarderia_extra,¿Puedes encender el ventilador de la guardería?,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='fan.guarderia_extra', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>",Lo intentaré con Fanático de la guardería.
fan.toggle,fan.estudio_1,fanático del estudio,fan.estudio_1a,¿Puedes alternar el ventilador del estudio?,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='fan.estudio_1a', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","De acuerdo, lo intento con fan.estudio_1."
media_player.media_play_pause,media_player.audio_technica_at_lp120,Tocadiscos Audio-Technica,media_player.audio_technica_lp120_at,"Por favor, pausa la reproducción en el Tocadiscos Audio‑Technica.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='media_player.audio_technica_lp120_at', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Entendido, lo intentaré con el Tocadiscos Audio‑Technica."
vacuum.return_to_base,vacuum.arriba_baño_vac,Ayudante de baño de arriba,vacuum.arriba_baño,¿Puedes hacer que el Ayudante de baño de arriba vuelva a su base?,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='vacuum.arriba_baño', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Entendido, intentaré con el dispositivo correcto."
switch.turn_on,switch.luces_entrada,Control de iluminación de entrada,switch.luces_entradaplus,"Enciende la luz de la entrada, por favor.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='switch.luces_entradaplus', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Entendido, ahora intentaré con 'switch.luces_entrada'."
lock.lock,lock.puerta_porche,Cerradura de puerta de porche,lock.puerta_prtche,"Por favor, cierra la cerradura del porche.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='lock.puerta_prtche', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","De acuerdo, lo intentaré con la cerradura de la puerta del porche."
blinds.stop_cover,blinds.comedor,Persianas del comedor,blinds.comedro,"Detén la persiana del comedor, por favor.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='blinds.comedro', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","De acuerdo, ahora lo intentaré con Persianas del comedor."
light.toggle,light.abajo_den_homekit,Luz del estudio de abajo,light.abajo_den_homekit_extra,Cambia el estado de la luz del estudio de abajo.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='light.abajo_den_homekit_extra', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Entendido, lo intento de nuevo con la Luz del estudio de abajo."
fan.turn_on,fan.cocina_exterior,ventilador de cocina al aire libre,fan.cocina_exter,"Por favor, enciende el ventilador de la cocina al aire libre.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='fan.cocina_exter', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Entendido, ahora intentaré con el ventilador de cocina al aire libre."
fan.turn_on,fan.techo_1,Ventiladores de techo,fan.techo_1_extra,"Enciende los ventiladores de techo, por favor.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='fan.techo_1_extra', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Entendido, intentaré con Ventiladores de techo."
