service_name,correct_device_name,correct_friendly_name,bad_device_name,phrase,error_result,retry_prompt
fan.turn_off,fan.grenier_2,Ventilateurs de grenier,fan.grenier_2a,"Éteins le ventilateur du grenier, s'il te plaît.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='fan.grenier_2a', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Très bien, je réessaie avec le bon appareil."
blinds.stop_cover,blinds.salle_de_bain_1,Premiers stores de salle de bain,blinds.salle_bain_1,Arrête les stores de la salle de bain.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='blinds.salle_bain_1', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","D'accord, je réessaie avec le bon appareil."
climate.turn_off,climate.johnson_glas,Thermostat intelligent GLAS de Johnson Controls,climate.johnson_glass,"Éteins le thermostat intelligent GLAS de Johnson Controls, s'il te plaît.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='climate.johnson_glass', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>",Je réessaye avec le bon thermostat.
vacuum.return_to_base,vacuum.entrée_eufy,Dépoussiéreur d'entrée,vacuum.entrée_eufy_v2,Ramène le dépoussiéreur d'entrée à sa base.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='vacuum.entrée_eufy_v2', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Très bien, je réessaie avec le bon appareil."
climate.set_temperature,climate.tado_smart,Thermostat intelligent Tado,climate.tado_smart_pro,Peux-tu régler le thermostat à <temp_f> degrés ?,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='climate.tado_smart_pro', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","D'accord, je réessaie avec le thermostat Tado."
vacuum.start,vacuum.salle_à_manger_area_bissel,Détachant la saleté de la salle à manger,vacuum.salle_à_manger_area_biss,"Démarre le robot aspirateur dans la salle à manger, s'il te plaît.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='vacuum.salle_à_manger_area_biss', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Très bien, je réessaie avec le bon appareil."
blinds.close_cover,blinds.somfy_cuisine,Stores de cuisine,blinds.cuisine_somfy,Ferme les stores de la cuisine.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='blinds.cuisine_somfy', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","D'accord, je réessaie avec les stores de cuisine."
light.turn_on,light.front_utility_ge,Éclairage utilitaire avant,light.front_utility_gear,"Allume l'éclairage utilitaire avant, s'il te plaît.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='light.front_utility_gear', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","D'accord, je réessaye avec l'éclairage utilitaire avant."
media_player.turn_off,media_player.bang_olufsen_beovision,Télévision haut de gamme B&O,media_player.bang_olufsen_beovisio,"Éteins la télévision haut de gamme B&O, s'il te plaît.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='media_player.bang_olufsen_beovisio', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","D'accord, je réessaye avec le bon appareil."
vacuum.return_to_base,vacuum.couloir_neato,Nettoyant pour allées de couloir,vacuum.couloir_neatox,"Assistant, renvoie le nettoyant pour allées de couloir à sa base.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='vacuum.couloir_neatox', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Très bien, je réessaye avec le bon appareil."
garage_door.close_cover,garage_door.principal,Porte de garage principale,garage_door.principal_ext,Ferme la porte du garage principale.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='garage_door.principal_ext', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>",Je réessaye avec la porte de garage principale.
blinds.close_cover,blinds.chambre_des_enfants,Stores pour chambres d'enfants,blinds.chambre_des_enfants_v2,"Ferme les stores de la chambre des enfants, s'il te plaît.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='blinds.chambre_des_enfants_v2', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","D'accord, je réessaie avec le bon appareil."
vacuum.stop,vacuum.left_corner_bot,Aspirateur de saleté du coin gauche,vacuum.corner_left_bot,"Arrête l'aspirateur du coin gauche, s'il te plaît.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='vacuum.corner_left_bot', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Très bien, je réessaie avec l'aspirateur de saleté du coin gauche."
fan.increase_speed,fan.chambre_à_coucher,Ventilateur de chambre,fan.chambre_à_couché,"Augmente la vitesse du ventilateur de la chambre, s'il te plaît.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='fan.chambre_à_couché', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Très bien, je réessaye avec le ventilateur de chambre."
vacuum.start,vacuum.right_stairwell_sweeper,Nettoyeur d'escalier droit,vacuum.right_stairwell_swipper,"Démarre le nettoyeur d'escalier droit, s'il te plaît.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='vacuum.right_stairwell_swipper', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","D'accord, je réessaye avec le bon appareil."
lock.unlock,lock.salle_de_sport,Serrure de salle de sport à domicile,lock.salle_de_spor,Déverrouille la serrure de la salle de sport à domicile.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='lock.salle_de_spor', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Très bien, je réessaie avec la bonne serrure."
lock.lock,lock.chenil,Serrure pour chenil pour animaux,lock.chenil_ext,Verrouille la serrure du chenil pour animaux.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='lock.chenil_ext', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Très bien, j'utilise la bonne serrure du chenil."
switch.turn_off,switch.guest_room_lights,Interrupteur d'éclairage de chambre d'amis,switch.guest_room_lights_extra,Éteins les lumières de la chambre d'amis.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='switch.guest_room_lights_extra', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>",Je réessaie avec l'interrupteur correct.
vacuum.start,vacuum.kitchen_xiaomi,Aspirateur de cuisine,vacuum.kithen_xiaomi,Peux-tu démarrer l'aspirateur de la cuisine ?,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='vacuum.kithen_xiaomi', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","D'accord, j'essaie avec l'aspirateur de cuisine."
climate.turn_off,climate.sinope_smart,Thermostat intelligent Sinopé,climate.sinope_smart_plus,Éteins le thermostat intelligent Sinopé.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='climate.sinope_smart_plus', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","D'accord, je réessaie avec le thermostat intelligent Sinopé."
media_player.volume_up,media_player.cuisine_radio,Lecteur radio de cuisine,media_player.cuisine_radiox,Augmente le volume du lecteur radio de cuisine.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='media_player.cuisine_radiox', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Très bien, je réessaie avec le lecteur radio de cuisine."
light.turn_on,light.back_sunroom_warm,Lumière chaude de la véranda arrière,light.back_sunroom_warm_extra,"Allume la lumière chaude de la véranda arrière, s'il te plaît.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='light.back_sunroom_warm_extra', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Très bien, je réessaie avec la bonne lumière."
fan.increase_speed,fan.chambre_des_enfants,Ventilateur pour chambre d'enfant,fan.chambre_des_enfants,Augmente la vitesse du ventilateur pour la chambre d'enfant.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='fan.chambre_des_enfants', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","D'accord, j'essaie avec le bon dispositif."
lock.lock,lock.buanderie,Serrure de buanderie,lock.buanderie_extra,"Verrouille la serrure de la buanderie, s'il te plaît.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='lock.buanderie_extra', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>",Je réessaie avec la serrure de buanderie.
climate.turn_off,climate.zen_wifi_thermostat,Thermostat Zen Édition WiFi,climate.zen_wifi_thermostat_pro,Éteins le thermostat Zen Édition WiFi.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='climate.zen_wifi_thermostat_pro', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>",Je réessaie avec le thermostat Zen Édition WiFi.
climate.turn_off,climate.nest_learning,Thermostat d'apprentissage Nest,climate.nst_learning,Éteins le thermostat d'apprentissage Nest.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='climate.nst_learning', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Très bien, je vais essayer avec le thermostat Nest."
fan.turn_off,fan.chambre_maître,Ventilateur de la chambre principale,fan.chambre_maître_salon,"Éteins le ventilateur de la chambre principale, s'il te plaît.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='fan.chambre_maître_salon', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","D'accord, je réessaie avec le bon appareil."
fan.decrease_speed,fan.chambre_des_enfants,Ventilateur pour chambre d'enfant,fan.chambre_des_enfant,"Baisse la vitesse du ventilateur de la chambre d'enfant, s'il te plaît.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='fan.chambre_des_enfant', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","D'accord, je réessaye avec le bon ventilateur."
switch.toggle,switch.atelier_lights,Interrupteur d'éclairage d'atelier,switch.atelier_lights_v2,Bascule l'interrupteur d'éclairage d'atelier.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='switch.atelier_lights_v2', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>",Je réessaye avec l'interrupteur d'éclairage d'atelier.
climate.turn_off,climate.zen_wifi_thermostat,Thermostat Zen Édition WiFi,climate.zen_thermostat_wifi,Éteins le thermostat Zen Édition WiFi,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='climate.zen_thermostat_wifi', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","D'accord, je réessaye avec le thermostat Zen."
switch.turn_on,switch.lumières_sauna,Interrupteur pour lumières de sauna,switch.lumières_suana,"Allume les lumières du sauna, s'il te plaît.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='switch.lumières_suana', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Très bien, je réessaye avec l'interrupteur correct."
lock.lock,lock.porte_sur_le_toit,Serrure d'accès au toit,lock.porte_sur_le,"Verrouille la serrure d'accès au toit, s'il te plaît.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='lock.porte_sur_le', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Très bien, je réessaie avec la Serrure d'accès au toit."
switch.turn_on,switch.lumières_cuisine,Interrupteur d'éclairage de cuisine,switch.cuisine_lumières,"Allume les lumières de la cuisine, s'il te plaît.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='switch.cuisine_lumières', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Très bien, je réessaie avec l'interrupteur d'éclairage de cuisine."
light.turn_off,light.cuisine,Lumière de cuisine,light.cuisinex,"Éteins la lumière de la cuisine, s'il te plaît.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='light.cuisinex', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Très bien, je réessaie avec la lumière de cuisine."
lock.lock,lock.porte_vélos,Antivol pour porte-vélos,lock.porte_velosX,Peux-tu verrouiller l'antivol de la porte‑vélos ?,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='lock.porte_velosX', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","D'accord, je réessaie avec l'antivol pour porte‑vélos."
switch.turn_on,switch.atelier_lights,Interrupteur d'éclairage d'atelier,switch.lights_atelier,"Allume les lumières de l'atelier, s'il te plaît.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='switch.lights_atelier', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Très bien, je réessaye avec l'interrupteur d'éclairage d'atelier."
media_player.media_play_pause,media_player.sunroom_cd_player,Lecteur CD dans la véranda,media_player.sunroom_cd,Peux-tu mettre en pause le lecteur CD dans la véranda ?,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='media_player.sunroom_cd', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Très bien, je réessaie avec le bon appareil."
vacuum.return_to_base,vacuum.entrée_eufy,Dépoussiéreur d'entrée,vacuum.eufy_entrée,"Ramène le dépoussiéreur d'entrée à sa base, s'il te plaît.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='vacuum.eufy_entrée', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","D'accord, je réessaie avec le dépoussiéreur d'entrée."
climate.turn_off,climate.kono_thermostat,Thermostat intelligent Kono,climate.kono_thermostat_pro,"Éteins le thermostat intelligent Kono, s'il te plaît.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='climate.kono_thermostat_pro', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Très bien, je réessaye avec le thermostat intelligent Kono."
blinds.toggle,blinds.couloir_2,Stores du deuxième couloir,blinds.couloir_2b,Baisse les stores du deuxième couloir.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='blinds.couloir_2b', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","D'accord, je réessaie avec les Stores du deuxième couloir."
blinds.toggle,blinds.patio,Stores de terrasse,blinds.patio_terrasse,Peux-tu ouvrir les stores de la terrasse ?,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='blinds.patio_terrasse', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","D'accord, je réessaie avec les Stores de terrasse."
climate.turn_on,climate.zen_wifi_thermostat,Thermostat Zen Édition WiFi,climate.zenwifi_thermostat,"Peux-tu allumer le thermostat Zen WiFi, s'il te plaît ?","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='climate.zenwifi_thermostat', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","D'accord, je réessaye avec le thermostat Zen Édition WiFi."
climate.turn_off,climate.mysa_smart_thermostat,Thermostat intelligent Mysa pour plinthes électriques,climate.mysa_smart_thermostat_v2,Éteins le thermostat intelligent Mysa pour les plinthes électriques.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='climate.mysa_smart_thermostat_v2', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>",Je réessaye avec le bon thermostat.
media_player.volume_down,media_player.vizio_smartcast_tv,Téléviseur compatible Vizio Cast,media_player.vizio_smartcaste_tv,Baisse le volume du téléviseur Vizio Cast.,"<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='media_player.vizio_smartcaste_tv', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Très bien, je réessaye avec le bon appareil."
light.turn_off,light.downstairs_utility_homekit,Lumière utilitaire en bas,light.utility_downstairs_homekit,"Éteins la lumière utilitaire en bas, s'il te plaît.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='light.utility_downstairs_homekit', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","Très bien, je réessaie avec le bon appareil."
switch.turn_off,switch.lumières_entrepôt,Interrupteur de lumières d'entrepôt,switch.lumière_entrepôt,"Éteins les lumières de l'entrepôt, s'il te plaît.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='switch.lumière_entrepôt', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>",Je réessaie avec l'interrupteur de lumières d'entrepôt.
switch.toggle,switch.lumières_entrepôt,Interrupteur de lumières d'entrepôt,switch.lumier_entrepôt,"Bascule les lumières de l'entrepôt, s'il te plaît.","<MatchFailedError result=MatchTargetsResult(is_match=False, no_match_reason=<MatchFailedReason.NAME: 1>, states=[], no_match_name=None, areas=[], floors=[]), constraints=MatchTargetsConstraints(name='switch.lumier_entrepôt', area_name=None, floor_name=None, domains=None, device_classes=None, features=None, states=None, assistant='conversation', allow_duplicate_names=False, single_target=False), preferences=MatchTargetsPreferences(area_id=None, floor_id=None)>","D'accord, je réessaie avec l'interrupteur de lumières d'entrepôt."
