service_name,device_name,phrase
light.turn_on,pool_table_bar_light,Can you turn on the pool table bar light?
light.turn_on,pool_table_light,Enable the pool table light please
light.turn_on,porch_light,Turn on porch light
light.turn_on,porch_light,Can you turn on the porch light?
light.turn_on,porch_light,Could you turn on the porch light please?
light.turn_on,shower_light,Turn on the shower light
light.turn_on,shower_light,Turn on shower light
light.turn_on,shower_light,Activate the shower light
light.turn_on,shower_light,Could you illuminate the shower please
light.turn_on,shower_light,Turn on the lights at the shower
light.turn_on,shower_light,Light up the shower please
light.turn_on,shower_light,Turn on the shower light please
light.turn_on,shower_light,Turn the shower light on
light.turn_on,shower_light,shower light on
light.turn_on,stair_light,Activate the stair light please
light.turn_on,stair_light,Please activate the stair light
light.turn_on,stair_light,Can you light up the stairwell please?
light.turn_on,stair_light,Please activate the stairwell light
light.turn_on,stair_light,Please switch on the stairwell area light
light.turn_on,roof_light,Please turn on the roof light.
light.turn_on,roof_light,Switch on the roof light please
light.turn_on,roof_light,Can you turn on the light in the roof?
light.turn_on,walkway_light,Please activate the walkway light
light.turn_on,walkway_light,Please switch on the walkway area light
light.turn_on,walkway_light,Turn on the walkway lighting.
light.turn_on,freds_lamp,Turn on Fred's light
light.turn_on,colins_lamp,Turn on Colin's light
light.turn_on,roberts_lamp,Activate Robert's light
light.turn_on,pierres_lamp,Turn on Pierre's light please
light.turn_on,jennifers_lamp,Turn Jenn's light on
light.turn_on,julias_lamp,Julia's light on
light.turn_on,neenas_lamp,Switch on Neena's light
light.turn_on,patricks_lamp,Can you turn on Patrick's light?
light.turn_on,sams_lamp,Light up Sam's.
light.turn_on,johns_lamp,Brighten up John's light.
light.turn_on,jordans_lamp,Engage Jordan's lighting.
light.turn_on,lebrons_lamp,Light up Lebron's lights.
light.turn_on,angies_lamp,Can you turn on Angie's lamp?
light.turn_on,louis_lamp,Could you turn on Louis' lamp please?
light.turn_on,katniss_lamp,Could you enable Katniss' lamp
light.turn_on,waynes_lamp,Enable Wayne's lamp
light.turn_on,samuels_lamp,Enable Samuel's lamp please
light.turn_on,entry_lamp,Turn on entry lamp
light.turn_on,entry_lamp,Please activate entryway lamp
light.turn_on,entry_lamp,Please switch on entryway area lamp
light.turn_on,entry_lamp,Turn on entrance light
light.turn_on,entry_lamp,Turn on entrance lighting.
